Job Title,Company Name,Location,Skills,Links,Salary,Requirements,Date
Python Automation Engineer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · Information Technology (IT) · JIRA · Python · Selenium · Software Development · Testing,https://wuzzuf.net/jobs/p/ayajJH3Afl3R-Python-Automation-Engineer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt,Confidential,"['Requirement analysis', 'Concept development for test automation', 'Design, implementation and verification of Robot based Automation Framework', 'Implementation of automated tests', 'Creation, implementation and verification of test cases', 'Execution of automated tests', 'Test analysis and test evaluation', 'Defect logging', 'Reporting', 'Development of automated procedures for test execution, test result analysis, traces repository, and automated creation of test results reports', 'Programming languages', 'Python']",21 minutes ago
Senior Python Automation Engineer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeRemoteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ALM · API · API Testing · Information Technology (IT) · Git · Computer Science · Development · JIRA,https://wuzzuf.net/jobs/p/kJNETgKZ7v9r-Senior-Python-Automation-Engineer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt,Confidential,"['Requirement analysis', 'Concept development for test automation', 'Design, implementation and verification of Robot based Automation Framework', 'Implementation of automated tests', 'Creation, implementation and verification of test cases', 'Execution of automated tests', 'Test analysis and test evaluation', 'Defect logging', 'Reporting', 'Development of automated procedures for test execution, test result analysis, traces repository, and automated creation of test results reports', 'Programming languages', 'Python results reports']",3 days ago
Python Backend Developer – AI & Chatbots,OTIC -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Python Backend Developer · Database · Computer Science · Azure · APIs · Software Development · Oracle · Python · Django,https://wuzzuf.net/jobs/p/bwni7B3ow3qc-Python-Backend-Developer-–-AI-Chatbots-OTIC-Cairo-Egypt,Confidential,"['Python Backend Developer', 'Are you a skilled Python Backend Developer with a passion for AI-powered solutions and chatbots? Join our innovative team to build next-gen AI applications, intelligent chatbots, and scalable backend systems!', ""What You'll Do:"", '✅ Design & develop scalable backend systems for AI applications\n✅ Build & optimize AI/ML models for automation and decision-making\n✅ Develop and deploy intelligent AI chatbots & virtual assistants\n✅ Work with RESTful APIs, microservices, and databases\n✅ Integrate AI-driven chatbots into real-world applications\n✅ Collaborate with data scientists and engineers on AI-driven projects', 'Why Join Us?', '???? Work on cutting-edge AI, Chatbot & Backend solutions\n???? Flexible work environment\n???? Career growth & learning opportunities', '???? Apply Now! Send your resume to [Otic.Egypt@gmail] or tag someone who would be a great fit!']",2 days ago
AI Developer (Python),Ultimate Solutions Egypt -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · AWS · Azure · Computer Science · Data Science · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/DnNwRT2ctCVz-AI-Developer-Python-Ultimate-Solutions-Egypt-Giza-Egypt,Confidential,"['Assist in developing and maintaining machine learning models', 'Help with data preprocessing and cleaning tasks', 'Support the implementation of basic ML algorithms', 'Participate in model training and evaluation', 'Help create data visualization for model analysis', 'Write and maintain clean, documented code', 'Learn and apply best practices in AI development', 'Assist in preparing datasets for training', 'Help with basic model deployment tasks', 'Contribute to team documentation']",2 days ago
Data Analyst Manager,WUZZUF -,"Maadi, Cairo, Egypt ",Full TimeHybridManager · 7 - 15 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · business · Computer Engineering · Computer Science · Data Analysis · Engineering · Microsoft Excel,https://wuzzuf.net/jobs/p/78pUnInNIct1-Data-Analyst-Manager-WUZZUF-Cairo-Egypt,Confidential,"['Team Leadership:\nManage and mentor a team of data analysts, providing guidance, training, and support to foster their professional development.\nAssign tasks and projects, ensuring efficient workflow and timely delivery.\nEvaluate team performance and provide feedback to drive continuous improvement.', 'Manage and mentor a team of data analysts, providing guidance, training, and support to foster their professional development.', 'Assign tasks and projects, ensuring efficient workflow and timely delivery.', 'Evaluate team performance and provide feedback to drive continuous improvement.', 'Data Analysis:\nCollaborate with stakeholders across the organization to identify data requirements and define analysis objectives.\nDevelop and implement data analysis strategies, using advanced statistical techniques and tools.\nConduct in-depth data analysis to uncover trends, patterns, and insights.\nPrepare clear and concise data visualizations and reports to communicate findings effectively.', 'Collaborate with stakeholders across the organization to identify data requirements and define analysis objectives.', 'Develop and implement data analysis strategies, using advanced statistical techniques and tools.', 'Conduct in-depth data analysis to uncover trends, patterns, and insights.', 'Prepare clear and concise data visualizations and reports to communicate findings effectively.', 'Data Governance:\nEstablish and maintain data quality standards and governance policies.\nOversee data collection, storage, and management processes.\nEnsure data privacy and security compliance.', 'Establish and maintain data quality standards and governance policies.', 'Oversee data collection, storage, and management processes.', 'Ensure data privacy and security compliance.', 'Strategic Insights:\nTranslate data-driven insights into actionable recommendations to support strategic decision-making.\nIdentify opportunities for data-driven innovation and process improvement.\nCollaborate with leadership to develop data-driven roadmaps and initiatives.', 'Translate data-driven insights into actionable recommendations to support strategic decision-making.', 'Identify opportunities for data-driven innovation and process improvement.', 'Collaborate with leadership to develop data-driven roadmaps and initiatives.']",2 days ago
Frappe & ERPNext Developer,Confidential -,"Riyadh, Saudi Arabia ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · jQuery · JavaScript · HTML · erpnext · CSS · Computer Science,https://wuzzuf.net/jobs/p/sW0qJDzw2Zyb-Frappe-ERPNext-Developer-Riyadh-Saudi-Arabia,Confidential,"['Develop and Customize ERPNext: Write code to customize ERPNext to meet client-specific needs using the Frappe framework and Python.', 'System Integration: Develop and implement integrations with external platforms using APIs and webhooks to ensure smooth data flow between systems.', 'Create New Modules: Build new modules within ERPNext to enable additional features, including custom reports and workflow tools.', 'Server Management & Maintenance: Install, configure, and manage servers remotely, ensuring smooth operation and performance optimization of ERPNext using Frappe and tools like Docker when necessary.', 'Data Migration: Write scripts to migrate data from legacy systems to ERPNext, ensuring accurate and complete data transfer.', 'Post-Implementation Support: Provide ongoing support to resolve technical issues, bugs, and software-related problems.', 'Performance & Feature Enhancements:', 'System Optimization: Improve the speed and efficiency of applications by writing efficient code and optimizing existing functionality.', ""Performance Monitoring: Monitor the system's performance, analyze bottlenecks, and recommend ongoing improvements."", 'Advanced Feature Implementation: Develop advanced features like AI-based reporting, automation, and custom workflows.', 'Technical Documentation:', 'Code Documentation: Write detailed documentation for code and system development to ensure future maintenance and scalability.', 'SOP Documentation: Create Standard Operating Procedures (SOPs) for the developed system components and processes.', 'Team Collaboration:', 'Collaboration with Other Teams: Work closely with implementation, support, and other technical teams to ensure smooth system integration and functionality.', 'Remote Collaboration Tools: Use tools like GitHub for version control and Slack for daily communication and task tracking.']",3 days ago
Technical Team Lead,ECC Group -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Business Development · IT/Software Development · Computer Science · Development · Engineering · Information Technology (IT) · Java · JavaScript · Management · Programming,https://wuzzuf.net/jobs/p/MfKxNDuXRDnj-Technical-Team-Lead-ECC-Group-Cairo-Egypt,35000 To 45000 EGP Per Month,"[""We are looking for an experienced and driven Technical Team Lead to oversee and elevate our software development team. You will lead end-to-end development projects, ensure technical excellence, and align technology strategies with our business objectives. If you're passionate about coding, leadership, and agile delivery, this is your chance to make a significant impact."", 'Leadership & Team Management', 'Lead, mentor, and motivate a team of developers to achieve technical excellence and career growth.', 'Foster a collaborative and innovative team culture.', 'Set clear objectives, track team KPIs, and conduct performance reviews.', 'Project Management & Delivery', 'Oversee project planning, execution, and on-time delivery.', 'Collaborate with product owners and stakeholders to define requirements and priorities.', 'Ensure agile methodologies (Scrum/Kanban) are effectively implemented.', 'Technical Oversight', 'Review and maintain high-quality, scalable, and secure codebases.', 'Guide architectural decisions and ensure system reliability.', 'Drive continuous improvement through the adoption of new tools, frameworks, and best practices.', 'Collaboration & Communication', 'Coordinate with IT, QA, product, and business teams for seamless project integration.', 'Translate business requirements into technical solutions and align the team accordingly.']",8 days ago
Senior AI Developer,Global Brands -,"New Cairo, Cairo, Egypt ",Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · APIs · Information Technology (IT) · Python · Java · Software Development · Software · Computer Science,https://wuzzuf.net/jobs/p/RJDgdLwlGYTJ-Senior-AI-Developer-Global-Brands-Cairo-Egypt,Confidential,"['Design, develop, and deploy AI/ML models using industry-standard frameworks.\nFine-tune large language models (LLMs) for specific tasks and datasets.\nBuild and optimize retrieval-augmented generation (RAG) pipelines with LLMs.\nDevelop prompts and workflows for LLM-based solutions using tools like LangChain.\nCollaborate with teams to design and maintain scalable data pipelines.\nEnsure AI/ML model performance, scalability, and efficiency.\nMentor junior developers and maintain coding best practices.\nStay updated on advancements in AI/ML technologies and assess their relevance.\nCommunicate technical solutions to technical and non-technical audiences.\nWork with large-scale datasets, ensuring proper data preprocessing, augmentation, and feature engineering.\nDeploy and maintain AI models in cloud environments (AWS, Azure, GCP) or on-premises.']",23 days ago
Senior ERP Developer,Milkys - The Milkman -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Software Development · Programming · ERP-NEXT · Python · R · Front-End Development · Web Development · Agile · APIs,https://wuzzuf.net/jobs/p/eAOYdSfLEH0U-Senior-ERP-Developer-Milkys---The-Milkman-Giza-Egypt,Confidential,"['Development: Design, develop, and implement ERP solutions by leveraging Python and R to ensure the successful integration of business processes.', 'Customization: Work closely with stakeholders to understand system requirements, conducting customization of ERP tools based on organizational needs and best practices.', 'Technical Support: Provide technical guidance and troubleshooting support to users, addressing system bugs and performance issues promptly.', 'Database Management: Manage and optimize database operations within the ERP system to ensure data integrity, availability, and security.', 'Interface Design: Create user-friendly interfaces and dashboards to enhance user experience, ensuring a seamless interaction with the ERP system.', 'Collaboration: Collaborate with cross-functional teams including business analysts, project managers, and other developers to facilitate the successful completion of projects.', 'Documentation: Maintain comprehensive documentation for development processes, system configurations, and user manuals to ensure knowledge transfer and support.', 'Training: Provide training sessions to end-users and internal teams to enhance their understanding and efficient use of ERP functionalities.']",23 days ago
Full stack developer [PHP - Laravel],Confidential -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · PHP · Python · Software,https://wuzzuf.net/jobs/p/SjAd33NLbvmB-Full-stack-developer-PHP---Laravel-Cairo-Egypt,Confidential,"['Work with development teams and product managers to ideate software solutions', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Troubleshoot, debug and upgrade software', 'To implement unit testing\n ']",1 month ago
Full Stack Engineer,Confidential -,"Cairo, Egypt ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · React · Python · Backend · Front End,https://wuzzuf.net/jobs/p/5Ykv82mkiFqx-Full-Stack-Engineer-Cairo-Egypt,1500 To 2000 USD Per Month,"['Design and develop front-end and back-end architectures.', 'Build and maintain web applications with a focus on performance and\nscalability.', 'Work with databases, servers, APIs, and other back-end processes.', 'Ensure the responsiveness of applications across devices.', 'Collaborate with designers and other developers to ensure a seamless user\nexperience.\n\n ']",1 month ago
Odoo Developer,Aldabboos Group     -,"Sheraton, Cairo, Egypt ",Full TimePart TimeHybridExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Odoo Development · Odoo · Python · Mobile Development · REST · Software · Information Technology (IT),https://wuzzuf.net/jobs/p/yC0J1Wb97qLs-Odoo-Developer-Aldabboos-Group-Cairo-Egypt,Confidential,"['Design and build advanced applications for the Android platform', 'Collaborate with cross-functional teams to define, design, and ship new features', 'Work with outside data sources and APIs', 'Unit-test code for robustness, including edge cases, usability, and general reliability', 'Work on bug fixing and improving application performance', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency']",14 days ago
Senior Python Developer,Softxpert Incorporation  -,"Bolkly, Alexandria, Egypt ",Full TimeHybridExperienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · APIs · Angular · Software Development · Software Engineering · Web Development · MySQL · Python,https://wuzzuf.net/jobs/p/KORkMc7p1ui1-Senior-Python-Developer-Softxpert-Incorporation-Alexandria-Egypt,Confidential,"['Develop, test, and maintain web applications using Python and the Django framework.', 'Design and implement RESTful APIs for seamless integration with front-end applications.', 'Collaborate with product managers and designers to deliver user-friendly solutions.', 'Optimize application performance and scalability.', 'Write clean, efficient, and well-documented code.', 'Troubleshoot and debug application issues.', 'Stay updated on emerging trends and best practices in web development.', 'Implement and manage database models and migrations using Django ORM.', 'Perform reliable code reviews to ensure system quality.', 'Taking the initiative for system improvement in all aspects.\n ']",12 days ago
Software Developer,Aureka -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 13 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP.Net · JavaScript · Java · Software Development · HTML · Software · Python · CSS,https://wuzzuf.net/jobs/p/5bOhRqRCr9gE-Software-Developer-Aureka-Cairo-Egypt,Confidential,"['Role Description', 'This is a full-time on-site role for a Developer at Aureka Smart Living in Cairo, Egypt. The Developer will be responsible for coding, debugging, and testing software applications, as well as collaborating with cross-functional teams to define, design, and ship new features. The role will involve participating in all aspects of the software development lifecycle to ensure high-quality, scalable, and secure solutions.']",2 months ago
Senior Cloud Solution Architect,EXALT Technologies  -,"Sheraton, Cairo, Egypt ",Full TimeHybridExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Science · DevOps · Engineering · Information Technology (IT) · Infrastructure · Linux,https://wuzzuf.net/jobs/p/4uAgQcQKfaTC-Senior-Cloud-Solution-Architect-EXALT-Technologies-Cairo-Egypt,"Confidential, Salary Is Connected To USD Rate","[""At EXALT, we thrive on innovation, collaboration, and cutting-edge technology. We empower our teams with continuous learning, a fun and inclusive work culture, and the opportunity to work with some of the world's most exciting technologies. If you're ready to elevate your career and push the boundaries of cloud infrastructure, we want to hear from you! "", ' ', 'We are seeking a highly skilled and motivated Senior Cloud Infrastructure Engineer with expertise in OpenStack to design, deploy, and optimize cloud infrastructure solutions. This role is perfect for a cloud enthusiast who thrives on automation, scalability, and security. ']",14 days ago
Business Analyst,Elabd Foods -,"Abu Rawash, Giza, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · analytical · Business Analysis · Data Analysis · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/yoRGH7V1205b-Business-Analyst-Elabd-Foods-Giza-Egypt,Confidential,"['Data Analysis and Reporting:', 'Collect, clean, and analyze data from internal and external sources, including sales, retail, finance, marketing, and operational data.', 'Develop dashboards, reports, and visualizations to monitor projects and business performance.', 'Analyze market research data to identify consumer trends, competitive dynamics, and new opportunities.', 'Analyze customer behaviors and purchasing patterns to identify opportunities for product innovation and market expansion.', 'Performance Monitoring:', 'Track and evaluate the performance of business strategies and growth initiatives.', 'Identify gaps and propose improvements.', 'Cross-functional Collaboration:', 'Work closely with Sales, Marketing, Supply Chain, and Finance teams to align data-driven insights with department goals.', 'Serve as a liaison between the business growth department and IT to optimize data systems and tools.', 'Project Management:', 'Support the execution of growth projects, ensuring alignment with business objectives and timelines.', 'Monitor project progress, measure success metrics, and prepare post-project analyses.', 'Perform predictive and statistical analysis using Python libraries (e.g., pandas, NumPy, SciPy) to guide strategic decision-making.']",19 days ago
Full Stack Developer,Genie -,"Alsadat City, Monufya, Egypt ",Full TimeOn-siteEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Django Framework · Python · tailwindcss · Full Stack Developer · JavaScript · Odoo · Computer Science,https://wuzzuf.net/jobs/p/DE6JGQgQcIlz-Full-Stack-Developer-Genie-Monufya-Egypt,"Confidential, Shares From Company","['Develop scalable web applications with AI-driven features', 'Build and improve AI-powered tools for automation', 'Work on next-generation ERP and CRM systems', 'Ensure high code quality and best practices', 'Collaborate in an innovative, fast-paced environment']",19 days ago
Data Engineer,COB Solution  -,"Maadi, Cairo, Egypt ",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Engineering · Computer Engineering · Computer Science · Data · Data Migration · Development · Python,https://wuzzuf.net/jobs/p/kB8vGnlOb9fi-Data-Engineer-COB-Solution-Cairo-Egypt,Confidential,"['- Process and clean raw data from flat files before storing it.\n -Build and automate data pipelines to streamline workflows.\n -Store structured, clean data in cloud databases.\n -Ensure data is accurate, consistent, and runs smoothly.\n -Work with the team to improve and optimize data processes.']",19 days ago
Senior Linux System Admin (+3 years experience),3D Diagnostix -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · System Administration · Information Technology (IT) · Network Administration · AWS · Bash · MySQL,https://wuzzuf.net/jobs/p/3bPtAsc7B4zP-Senior-Linux-System-Admin-3-years-experience-3D-Diagnostix-Cairo-Egypt,"Confidential, Social And Medical Insurance","['Ensure the security and efficiency of IT infrastructure', 'Commit for 99.9 uptime of internal and external servers', 'Monitor and tune the performance of Amazon EC2 (ubuntu), RDS (MySQL) servers', 'Monitor AWS services using Amazon Cloud Watch', 'Maintain, troubleshoot, and tune Ubuntu servers', 'Establish metrics and carefully monitor the utilization of AWS resources', 'Follow the -backup policy, perform backups, and verify backups of internal and external data, aiming for zero data loss.', 'Maintain 99.9 uptime of internet connections and maintain a disaster recovery plan', 'Respond to and resolve help desk requests', 'Display key KPls (Key Performance Indicators) on a dashboard', 'Configure alerts and notifications for key metrics', 'Use the ticketing system for all requests, respond in time as per SLAS', 'Install and configure software, networking equipment, and hardware', 'Administrate infrastructure, including firewalls, databases, malware protection software --Review application and server logs', 'Manage network servers including VMware and Amazon resources', 'Maintain high available internal VMware servers', 'Set up accounts and permissions', 'Monitor performance and maintain systems according to requirements', 'Monitor the system daily and respond immediately to security or usability concerns Troubleshoot issues and outages', 'Ensure security through access controls, backups, and firewalls', 'Upgrade systems with new releases and models', 'Develop expertise to train staff on system admin basic tasks (Linux commands, networking troubleshooting commands)', 'Build an internal wiki with technical documentation, manuals, and IT policies', 'Develop and maintain SLAS (Service level agreements)', 'Meet or exceed agreed-upon SLAs, in terms of response and fixed time', 'Keep a log of changes, and adhere to CM (Configuration Management) best practices. -24/7 on-call readiness for emergencies and escalated ticket response.']",15 days ago
Full-Stack Developer (Front-End & Back-End),MIBA LLC -,"10th of Ramadan City, Cairo, Egypt ",Full TimeRemoteExperienced · 4 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · c++ · CSS · HTML · MongoDB · Python · Node.js · JavaScript,https://wuzzuf.net/jobs/p/sK2oTPBvLlg6-Full-Stack-Developer-Front-End-Back-End-MIBA-LLC-Cairo-Egypt,20000 To 30250 EGP Per Month,"['Design, develop, and maintain both the front-end and back-end components of our platform.', 'Create intuitive, user-friendly interfaces and robust back-end architectures.', 'Collaborate with the team to implement new features and improve existing ones.', 'Ensure code quality through testing, debugging, and adherence to best practices.', 'Integrate third-party APIs and services into the platform.', 'Optimize system performance and scalability.', 'Participate in code reviews and provide constructive feedback.', 'Stay updated with the latest trends and technologies in web development.', 'Remote work flexibility—work from anywhere while collaborating with a supportive team.', 'Opportunity to work on innovative software solutions in a dynamic field.', 'Competitive compensation based on experience and expertise.']",19 days ago
"Software Developer ""Outsourced""",Efada Technology -,"6th of October, Giza, Egypt ",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Java · Design · Software Development · Spring · RabbitMQ · Software Engineering,https://wuzzuf.net/jobs/p/ck0EPBdEI3dm-Software-Developer-Outsourced-Efada-Technology-Giza-Egypt,Confidential,"['Creating and maintaining  the entire backend of the application.', 'Design and developing application using robust APIs ', 'Manage and Optimize scalable distributed systems', 'Develop Automated tests to ensure business needs are met and allow regression testing ', 'Produce quality code to meet the Vodafone standards and follow all devops workflows ', 'Support Operations team by investigations when meeting any production issue']",16 days ago
System Integration Engineer,Nullogic -,"Maadi, Cairo, Egypt ",InternshipOn-siteStudent · Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical · Computer Engineering · Engineering · Computer Science · Information Technology (IT) · Communication skills · Networking · Electrical Engineering,https://wuzzuf.net/internship/2Zn4JoouOUXU-System-Integration-Engineer-Nullogic-Cairo-Egypt,Paid,"['A motivated intern to join our team as a System Integration Engineer for Home/Office Automation Systems. The ideal candidate will assist in integrating various  automation devices and systems, ensuring seamless operation and functionality.', 'Responsibilities include testing, troubleshooting, and providing support for system installations. This role offers hands-on experience in a dynamic environment and the opportunity to work with cutting-edge technology.', 'If you are passionate about smart technologies and eager to learn, we’d love to hear from you!', 'Home Automation Systems: Familiarity with systems like Philips Dynalite, KNX, or Zigbee/Z-Wave devices.', 'Networking: Basic understanding of TCP/IP, Wi-Fi, and VLANs.', 'IoT & Protocols: Knowledge of MQTT, Modbus, BACnet, or DALI is a plus.', 'Programming  for automation scripting.', 'Embedded Systems: Exposure to working with microcontrollers (Raspberry Pi, or Arduino).', 'Electrical Basics: Understanding wiring, relays, and circuit troubleshooting.', 'System Troubleshooting: Ability to diagnose and resolve integration issues.', 'Problem-Solving: Ability to identify and resolve technical challenges.', 'Communication: Clear technical documentation and reporting skills.', 'Collaboration: Ability to work with engineers, developers, and clients.', 'Adaptability: Willingness to learn new technologies and tools quickly.', 'Home Automation Hubs: Home Assistant, OpenHAB, or HubitatNetwork Analysis: ', 'Wireshark, MQTT Explorer, or Modbus Poll.', 'Programming & Development: VS Code, Git, or Arduino IDE.', 'Simulation & Testing: DALI Cockpit, ETS (for KNX), or Crestron Toolbox.']",20 days ago
System Administrator,Technical Co For Engineering and Feeding Industries -,"Obour City, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 15 Yrs of Exp · IT/Software Development · MCSA · networks · Information Technology (IT) · Computer Science · System administrator · Security · Python · LAN · WAN,https://wuzzuf.net/jobs/p/2fOMhGCAHLvY-System-Administrator-Technical-Co-For-Engineering-and-Feeding-Industries-Cairo-Egypt,"Confidential, Compensation & Benefits • Competitive Salary Based On Experience. • Performance-Based Bonuses. • Medical And Social Insurance. • Career Development And Training Opportunities.","[""We are seeking an experienced IT System Administrator with 3-7 years of experience to manage and maintain the company's IT infrastructure. The ideal candidate will have expertise in VMware vCenter, Microsoft SQL Server, Microsoft Dynamics AX 2012, FortiGate VPN, and Microsoft 365 administration, along with MSCA certification.\n\nResponsibilities\n- Manage VMware vCenter and ESXi virtualized environments.\n- Perform regular backups and disaster recovery planning.\n- Ensure high availability and performance optimization.\n- Install, configure, and maintain Microsoft SQL Server databases.\n- Perform database optimization, backup, and recovery.\n- Provide technical support for Microsoft Dynamics AX 2012 users.\n- Configure and manage FortiGate VPN for secure remote access.\n- Manage and administer Microsoft 365 (Exchange, SharePoint, Teams, Azure AD).\n- Manage Windows Server, Active Directory, and Group Policies.""]",17 days ago
IoT Engineer,HITS Solutions -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IOT · Engineering · Computer Science · Information Technology (IT) · MQTT · Embedded Systems · Python,https://wuzzuf.net/jobs/p/WleQ0i3oYrFB-IoT-Engineer-HITS-Solutions-Cairo-Egypt,"Confidential, Medical Insurance, Gym.","['Architect, implement, and test IoT systems and components.', 'Develop and deploy firmware for embedded devices.', 'Integrate IoT devices with cloud services and APIs.', 'Optimize systems for power efficiency, data reliability, and scalability.', 'Monitor and troubleshoot connectivity and data transmission issues.', 'Stay current with IoT protocols, standards, and emerging technologies.', 'Ensure all IoT solutions meet security and reliability standards.', 'Deliver projects on schedule, maintaining high quality.', 'Work effectively both independently and as part of a cross-functional team.', 'Manage multiple tasks and prioritize in high-pressure environments.', 'Communicate complex technical details to diverse audiences.']",22 days ago
Junior QA Engineer,EXALT Technologies  -,"Sheraton, Cairo, Egypt ",Full TimeHybridExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Automation · Computer Science · Engineering · JMeter · Python · QA,https://wuzzuf.net/jobs/p/K9q83Lfpcdbw-Junior-QA-Engineer-EXALT-Technologies-Cairo-Egypt,"Confidential, Salary Is Connected To USD Rate","['EXALT Technologies, a renowned leader in software development and technology services, is seeking exceptional and innovative QA Engineers to join our growing team in Cairo. We have immediate openings for talented professionals who are eager to make a meaningful impact by contributing to the development of cutting-edge billing and charging software solutions for 5G networks. ']",23 days ago
Odoo Developer,Informatique Education -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Odoo ERP · Python,https://wuzzuf.net/jobs/p/t1YUcWeoElva-Odoo-Developer-Informatique-Education-Cairo-Egypt,Confidential,"['Develop, customize, and maintain Odoo applications and modules based on business requirements.', 'Integrate Odoo with third-party applications and APIs.', 'Design and implement new features, workflows, and reports.', 'Troubleshoot and resolve technical issues in Odoo ERP.', 'Optimize system performance and scalability.', 'Provide technical support and training to end-users.', 'Ensure best practices in coding, security, and documentation.', 'Collaborate with cross-functional teams, including business analysts and IT support.']",26 days ago
Tech Lead Data Engineering,HYVE Technology Consulting  -,"Nasr City, Cairo, Egypt ",Full TimeHybridManager · 6 - 11 Yrs of Exp · IT/Software Development · Computer Engineering · Data · Data Analysis · ETL · Hadoop · Python · Relational Databases · SQL · IBM DataStage,https://wuzzuf.net/jobs/p/nHeVsI4SX3Hp-Tech-Lead-Data-Engineering-HYVE-Technology-Consulting-Cairo-Egypt,Confidential,"['Design, construct, install, test, and maintain highly scalable data management systems.', 'Ensure systems meet business requirements and industry practices for data integrity and quality.', 'Build high-performance algorithms, prototypes, predictive models, and proof of concepts.', 'Translate complex functional and technical requirements into detailed architecture, design, and high-performing software.', 'Analyze and organize raw data, evaluating business needs and objectives to develop sustainable data pipelines.', 'Implement processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes.']",27 days ago
